pedido_id,cliente_id,data_pedido,valor_total,status_x,n_itens,transportadora_id,data_envio,data_entrega_prevista,data_entrega_real,atraso_dias,avaliacao_cliente,status_y,regiao_id,cidade,nome_x,tempo_medio_entrega_dias,taxa_atraso,nome_y,distancia_media_km,taxa_congestionamento,tempo_processamento,tempo_entrega_estimado,mes_pedido,dia_semana_pedido,fim_de_semana,atrasada,eficiencia_entrega,valor_total_scaled,tempo_processamento_scaled,tempo_entrega_estimado_scaled,distancia_media_km_scaled,taxa_congestionamento_scaled,metodo_pagamento_Cartão de Crédito,metodo_pagamento_Pix,metodo_pagamento_Transferência,estado_AL,estado_AM,estado_AP,estado_BA,estado_CE,estado_DF,estado_ES,estado_GO,estado_MA,estado_MG,estado_MS,estado_MT,estado_PA,estado_PB,estado_PE,estado_PI,estado_PR,estado_RJ,estado_RN,estado_RO,estado_RR,estado_RS,estado_SC,estado_SE,estado_SP,estado_TO
170,63,2023-01-22,4322.84,Entregue,4,7,2023-01-25,2023-02-03,2023-02-03,0,4,Entregue,4,Jesus,Transportadora_G,5,0.28,Região_D,1204,1.87,3,9,1,6,1,0,1.0,0.7846094289528144,1.201790052718506,-0.3783741476847113,0.0490074320982676,0.5096132333828737,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,89,2023-07-01,2476.15,Entregue,2,8,2023-07-03,2023-07-10,2023-07-10,0,3,Entregue,4,Borges,Transportadora_H,4,0.11,Região_D,1204,1.87,2,7,7,5,1,0,1.0,-0.30145480795440044,-0.0220287382372025,-0.8280166285934591,0.0490074320982676,0.5096132333828737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
172,152,2023-09-13,3505.49,Entregue,4,7,2023-09-15,2023-09-24,2023-09-26,2,3,Entregue,5,Câmara,Transportadora_G,5,0.28,Região_E,1444,1.96,2,9,9,2,0,1,0.8181818181818182,0.3039144535990125,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,279,2023-01-10,4312.83,Entregue,4,6,2023-01-12,2023-01-30,2023-01-30,0,3,Entregue,4,Oliveira do Galho,Transportadora_F,10,0.21,Região_D,1204,1.87,2,18,1,1,0,0,1.0,0.7787224078439973,-0.0220287382372025,1.645017016404654,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,164,2023-11-02,2157.23,Entregue,2,8,2023-11-03,2023-11-10,2023-11-10,0,5,Entregue,5,Pacheco,Transportadora_H,4,0.11,Região_E,1444,1.96,1,7,11,3,0,0,1.0,-0.489016123840905,-1.245847529192911,-0.8280166285934591,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
175,82,2023-02-21,1303.29,Entregue,2,1,2023-02-24,2023-03-13,2023-03-13,0,3,Entregue,1,Monteiro,Transportadora_A,9,0.26,Região_A,454,1.9,3,17,2,1,0,0,1.0,-0.991230190340722,1.201790052718506,1.4201957759502801,-2.039377458452919,0.6246933764125018,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,182,2023-03-30,1671.57,Entregue,2,6,2023-04-02,2023-04-21,2023-04-21,0,3,Entregue,5,Melo,Transportadora_F,10,0.21,Região_E,1444,1.96,3,19,3,3,0,0,1.0,-0.7746395675679832,1.201790052718506,1.869838256859028,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
177,291,2023-10-16,2196.71,Entregue,2,5,2023-10-18,2023-10-27,2023-10-27,0,3,Entregue,5,Jesus,Transportadora_E,5,0.13,Região_E,1444,1.96,2,9,10,0,0,0,1.0,-0.4657973832438926,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,29,2023-04-30,5191.84,Entregue,5,4,2023-05-02,2023-05-17,2023-05-17,0,4,Entregue,1,Duarte das Pedras,Transportadora_D,8,0.27,Região_A,454,1.9,2,15,4,6,1,0,1.0,1.2956804922457168,-0.0220287382372025,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,166,2023-01-31,598.43,Entregue,1,3,2023-02-03,2023-02-16,2023-02-16,0,5,Entregue,3,Novaes dos Dourados,Transportadora_C,8,0.2,Região_C,1336,1.7,3,13,1,1,0,0,1.0,-1.4057682221849512,1.201790052718506,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,38,2023-07-11,4583.31,Entregue,4,3,2023-07-12,2023-07-27,2023-07-27,0,4,Entregue,1,Moura,Transportadora_C,8,0.2,Região_A,454,1.9,1,15,7,1,0,0,1.0,0.9377954817214017,-1.245847529192911,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
181,163,2023-03-31,5419.82,Entregue,5,5,2023-04-03,2023-04-12,2023-04-18,6,1,Entregue,5,Novaes,Transportadora_E,5,0.13,Região_E,1444,1.96,3,9,3,4,0,1,0.6,1.429758721255516,1.201790052718506,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,291,2023-01-17,1626.27,Entregue,2,2,2023-01-20,2023-01-25,2023-01-25,0,3,Entregue,5,Jesus,Transportadora_B,3,0.16,Região_E,1444,1.96,3,5,1,1,0,0,1.0,-0.8012811316268652,1.201790052718506,-1.277659109502207,0.7172905970746474,0.8548536624717598,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,40,2023-05-02,1918.48,Entregue,3,6,2023-05-05,2023-05-17,2023-05-17,0,4,Entregue,2,Gomes das Pedras,Transportadora_F,10,0.21,Região_B,1392,1.27,3,12,5,1,0,0,1.0,-0.629428340597154,1.201790052718506,0.2960895736784105,0.5724959113297651,-1.791989627209704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
184,128,2023-12-21,489.67,Entregue,1,2,2023-12-23,2023-12-26,2023-12-26,0,3,Entregue,2,Fonseca,Transportadora_B,3,0.16,Região_B,1392,1.27,2,3,12,3,0,0,1.0,-1.4697315004861433,-0.0220287382372025,-1.7273015904109548,0.5724959113297651,-1.791989627209704,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
185,225,2023-08-03,2697.63,Entregue,2,6,2023-08-05,2023-08-17,2023-08-17,0,3,Entregue,2,da Rosa,Transportadora_F,10,0.21,Região_B,1392,1.27,2,12,8,3,0,0,1.0,-0.17119931992435214,-0.0220287382372025,0.2960895736784105,0.5724959113297651,-1.791989627209704,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
186,296,2023-11-30,238.08,Entregue,2,1,2023-12-01,2023-12-17,2023-12-17,0,4,Entregue,4,Câmara da Serra,Transportadora_A,9,0.26,Região_D,1204,1.87,1,16,11,3,0,0,1.0,-1.6176951009623934,-1.245847529192911,1.1953745354959062,0.0490074320982676,0.5096132333828737,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
187,54,2023-02-07,1868.51,Entregue,3,2,2023-02-10,2023-02-15,2023-02-15,0,3,Entregue,5,Montenegro do Galho,Transportadora_B,3,0.16,Região_E,1444,1.96,3,5,2,1,0,0,1.0,-0.6588163970214881,1.201790052718506,-1.277659109502207,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
188,248,2023-12-27,1332.28,Entregue,1,3,2023-12-30,2024-01-12,2024-01-12,0,4,Entregue,3,Gomes,Transportadora_C,8,0.2,Região_C,1336,1.7,3,13,12,2,0,0,1.0,-0.9741807655710313,1.201790052718506,0.5209108141327844,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
189,28,2023-02-21,4582.77,Entregue,3,5,2023-02-24,2023-03-05,2023-03-05,0,4,Entregue,5,Marques da Mata,Transportadora_E,5,0.13,Região_E,1444,1.96,3,9,2,1,0,0,1.0,0.937477900163084,1.201790052718506,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
190,50,2023-01-26,5155.94,Entregue,4,6,2023-01-27,2023-02-14,2023-02-15,1,2,Entregue,4,Costa da Prata,Transportadora_F,10,0.21,Região_D,1204,1.87,1,18,1,3,0,1,0.9473684210526315,1.2745671997575516,-1.245847529192911,1.645017016404654,0.0490074320982676,0.5096132333828737,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,103,2023-02-19,1010.93,Entregue,1,5,2023-02-20,2023-02-28,2023-02-28,0,4,Entregue,3,Melo,Transportadora_E,5,0.13,Região_C,1336,1.7,1,8,2,6,1,0,1.0,-1.163171198469966,-1.245847529192911,-0.6031953881390851,0.4165631728352765,-0.14250757711835713,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,158,2023-07-23,3083.82,Entregue,4,3,2023-07-25,2023-08-09,2023-08-09,0,4,Entregue,1,Cavalcanti,Transportadora_C,8,0.2,Região_A,454,1.9,2,15,7,6,1,0,1.0,0.05592442453259374,-0.0220287382372025,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
193,96,2023-08-17,1111.5,Entregue,1,8,2023-08-19,2023-08-26,2023-08-26,0,4,Entregue,5,Cirino da Praia,Transportadora_H,4,0.11,Região_E,1444,1.96,2,7,8,3,0,0,1.0,-1.1040245738032601,-0.0220287382372025,-0.8280166285934591,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,78,2023-12-23,878.38,Entregue,1,6,2023-12-26,2024-01-14,2024-01-14,0,4,Entregue,5,da Rocha Verde,Transportadora_F,10,0.21,Região_E,1444,1.96,3,19,12,5,1,0,1.0,-1.2411257087570478,1.201790052718506,1.869838256859028,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
195,284,2023-02-01,3460.49,Entregue,4,4,2023-02-04,2023-02-14,2023-02-14,0,3,Entregue,2,Costa das Flores,Transportadora_D,8,0.27,Região_B,1392,1.27,3,10,2,2,0,0,1.0,0.27744932373919595,1.201790052718506,-0.15355290723033735,0.5724959113297651,-1.791989627209704,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,18,2023-09-15,4716.42,Entregue,5,3,2023-09-16,2023-09-26,2023-09-26,0,3,Entregue,2,Martins de Lopes,Transportadora_C,8,0.2,Região_B,1392,1.27,1,10,9,4,0,0,1.0,1.016079335846739,-1.245847529192911,-0.15355290723033735,0.5724959113297651,-1.791989627209704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
197,22,2023-08-05,1577.85,Entregue,1,3,2023-08-06,2023-08-21,2023-08-21,0,4,Entregue,5,Viana Verde,Transportadora_C,8,0.2,Região_E,1444,1.96,1,15,8,5,1,0,1.0,-0.8297576113560279,-1.245847529192911,0.9705532950415322,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
198,35,2023-02-14,2454.71,Entregue,4,8,2023-02-16,2023-02-22,2023-02-22,0,3,Entregue,3,Alves da Serra,Transportadora_H,4,0.11,Região_C,1336,1.7,2,6,2,1,0,0,1.0,-0.3140639720476109,-0.0220287382372025,-1.052837869047833,0.4165631728352765,-0.14250757711835713,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,58,2023-08-01,1268.11,Entregue,2,2,2023-08-04,2023-08-07,2023-08-07,0,5,Entregue,2,Farias,Transportadora_B,3,0.16,Região_B,1392,1.27,3,3,8,1,0,0,1.0,-1.0119200407511297,1.201790052718506,-1.7273015904109548,0.5724959113297651,-1.791989627209704,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,147,2023-10-02,3414.24,Entregue,3,8,2023-10-05,2023-10-10,2023-10-10,0,4,Entregue,2,Duarte Verde,Transportadora_H,4,0.11,Região_B,1392,1.27,3,5,10,0,0,0,1.0,0.25024905138327336,1.201790052718506,-1.277659109502207,0.5724959113297651,-1.791989627209704,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,89,2023-05-22,5224.99,Entregue,4,4,2023-05-24,2023-06-07,2023-06-11,4,2,Entregue,4,Borges,Transportadora_D,8,0.27,Região_D,1204,1.87,2,14,5,0,0,1,0.7777777777777778,1.315176471242448,-0.0220287382372025,0.7457320545871583,0.0490074320982676,0.5096132333828737,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
202,11,2023-06-22,3294.33,Entregue,3,2,2023-06-25,2023-06-30,2023-06-30,0,3,Entregue,5,Pacheco,Transportadora_B,3,0.16,Região_E,1444,1.96,3,5,6,3,0,0,1.0,0.17972830201681553,1.201790052718506,-1.277659109502207,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,154,2023-08-15,2708.84,Entregue,3,8,2023-08-16,2023-08-23,2023-08-23,0,4,Entregue,5,Borges,Transportadora_H,4,0.11,Região_E,1444,1.96,1,7,8,1,0,0,1.0,-0.16460656201927334,-1.245847529192911,-0.8280166285934591,0.7172905970746474,0.8548536624717598,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,265,2023-07-11,1320.34,Entregue,1,2,2023-07-12,2023-07-17,2023-07-17,0,5,Entregue,4,da Rosa da Praia,Transportadora_B,3,0.16,Região_D,1204,1.87,1,5,7,1,0,0,1.0,-0.981202846693836,-1.245847529192911,-1.277659109502207,0.0490074320982676,0.5096132333828737,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,70,2023-09-26,4293.31,Entregue,5,1,2023-09-27,2023-10-14,2023-10-14,0,4,Entregue,5,Caldeira do Sul,Transportadora_A,9,0.26,Região_E,1444,1.96,1,17,9,1,0,0,1.0,0.767242422624806,-1.245847529192911,1.4201957759502801,0.7172905970746474,0.8548536624717598,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,141,2023-07-08,3479.76,Entregue,4,6,2023-07-09,2023-07-27,2023-07-27,0,4,Entregue,4,Siqueira da Serra,Transportadora_F,10,0.21,Região_D,1204,1.87,1,18,7,5,1,0,1.0,0.28878228045916654,-1.245847529192911,1.645017016404654,0.0490074320982676,0.5096132333828737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,243,2023-10-28,4729.2,Entregue,5,1,2023-10-30,2023-11-15,2023-11-15,0,3,Entregue,4,Duarte da Prata,Transportadora_A,9,0.26,Região_D,1204,1.87,2,16,10,5,1,0,1.0,1.0235954327269268,-0.0220287382372025,1.1953745354959062,0.0490074320982676,0.5096132333828737,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
208,114,2023-11-28,1577.9,Entregue,2,7,2023-12-01,2023-12-10,2023-12-10,0,5,Entregue,5,Porto,Transportadora_G,5,0.28,Região_E,1444,1.96,3,9,11,1,0,0,1.0,-0.8297282056561835,1.201790052718506,-0.3783741476847113,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
209,243,2023-03-09,827.12,Entregue,2,5,2023-03-11,2023-03-20,2023-03-20,0,5,Entregue,4,Duarte da Prata,Transportadora_E,5,0.13,Região_D,1204,1.87,2,9,3,3,0,0,1.0,-1.2712724322373634,-0.0220287382372025,-0.3783741476847113,0.0490074320982676,0.5096132333828737,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
210,217,2023-07-12,3025.22,Entregue,3,5,2023-07-14,2023-07-22,2023-07-22,0,5,Entregue,3,Vasconcelos do Oeste,Transportadora_E,5,0.13,Região_C,1336,1.7,2,8,7,2,0,0,1.0,0.021460944315143497,-0.0220287382372025,-0.6031953881390851,0.4165631728352765,-0.14250757711835713,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,300,2023-02-22,1208.81,Entregue,1,6,2023-02-25,2023-03-09,2023-03-09,0,5,Entregue,2,Ferreira,Transportadora_F,10,0.21,Região_B,1392,1.27,3,12,2,2,0,0,1.0,-1.0467952007663992,1.201790052718506,0.2960895736784105,0.5724959113297651,-1.791989627209704,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
212,153,2023-12-17,1020.99,Entregue,1,6,2023-12-18,2023-12-30,2023-12-30,0,5,Entregue,2,Moreira do Norte,Transportadora_F,10,0.21,Região_B,1392,1.27,1,12,12,6,1,0,1.0,-1.1572547716613046,-1.245847529192911,0.2960895736784105,0.5724959113297651,-1.791989627209704,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,142,2023-05-14,2410.36,Entregue,3,1,2023-05-15,2023-05-31,2023-05-31,0,5,Entregue,4,Ribeiro do Amparo,Transportadora_A,9,0.26,Região_D,1204,1.87,1,16,5,6,1,0,1.0,-0.34014682780945227,-1.245847529192911,1.1953745354959062,0.0490074320982676,0.5096132333828737,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
214,164,2023-12-15,659.05,Entregue,2,5,2023-12-17,2023-12-26,2023-12-26,0,4,Entregue,5,Pacheco,Transportadora_E,5,0.13,Região_E,1444,1.96,2,9,12,4,0,0,1.0,-1.370116751693794,-0.0220287382372025,-0.3783741476847113,0.7172905970746474,0.8548536624717598,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215,19,2023-10-26,7799.08,Entregue,5,6,2023-10-29,2023-11-17,2023-11-17,0,3,Entregue,1,Vieira de Almeida,Transportadora_F,10,0.21,Região_A,454,1.9,3,19,10,3,0,0,1.0,2.829034829483676,1.201790052718506,1.869838256859028,-2.039377458452919,0.6246933764125018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,151,2023-02-19,2412.99,Entregue,4,6,2023-02-22,2023-03-13,2023-03-13,0,3,Entregue,5,Siqueira,Transportadora_F,10,0.21,Região_E,1444,1.96,3,19,2,6,1,0,1.0,-0.3386000879976454,1.201790052718506,1.869838256859028,0.7172905970746474,0.8548536624717598,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,115,2023-06-07,4909.03,Entregue,4,8,2023-06-09,2023-06-16,2023-06-16,0,4,Entregue,5,Cirino,Transportadora_H,4,0.11,Região_E,1444,1.96,2,7,6,2,0,0,1.0,1.1293559727867226,-0.0220287382372025,-0.8280166285934591,0.7172905970746474,0.8548536624717598,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
218,299,2023-10-25,4203.5,Entregue,5,7,2023-10-28,2023-11-06,2023-11-06,0,4,Entregue,4,Siqueira das Pedras,Transportadora_G,5,0.28,Região_D,1204,1.87,3,9,10,2,0,0,1.0,0.7144239045645808,1.201790052718506,-0.3783741476847113,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,78,2023-03-12,3967.49,Entregue,2,8,2023-03-15,2023-03-22,2023-03-22,0,5,Entregue,5,da Rocha Verde,Transportadora_H,4,0.11,Região_E,1444,1.96,3,7,3,6,1,0,1.0,0.575623120159796,1.201790052718506,-0.8280166285934591,0.7172905970746474,0.8548536624717598,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,42,2023-09-07,3388.13,Entregue,3,8,2023-09-08,2023-09-14,2023-09-14,0,3,Entregue,3,Martins de Vargas,Transportadora_H,4,0.11,Região_C,1336,1.7,1,6,9,3,0,0,1.0,0.23489339492461106,-1.245847529192911,-1.052837869047833,0.4165631728352765,-0.14250757711835713,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,251,2023-02-15,2386.17,Entregue,2,7,2023-02-17,2023-02-26,2023-02-26,0,4,Entregue,4,Araújo,Transportadora_G,5,0.28,Região_D,1204,1.87,2,9,2,2,0,0,1.0,-0.35437330539409595,-0.0220287382372025,-0.3783741476847113,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222,20,2023-10-01,1929.54,Entregue,2,4,2023-10-03,2023-10-17,2023-10-18,1,3,Entregue,4,Fonseca,Transportadora_D,8,0.27,Região_D,1204,1.87,2,14,10,6,1,1,0.9333333333333333,-0.6229237997916081,-0.0220287382372025,0.7457320545871583,0.0490074320982676,0.5096132333828737,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,116,2023-12-22,2989.39,Entregue,3,5,2023-12-24,2024-01-02,2024-01-02,0,3,Entregue,4,Moraes do Galho,Transportadora_E,5,0.13,Região_D,1204,1.87,2,9,12,4,0,0,1.0,0.0003888198067606986,-0.0220287382372025,-0.3783741476847113,0.0490074320982676,0.5096132333828737,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
224,149,2023-08-22,7151.07,Entregue,5,6,2023-08-24,2023-09-12,2023-09-12,0,3,Entregue,1,Dias,Transportadora_F,10,0.21,Região_A,454,1.9,2,19,8,1,0,0,1.0,2.4479310783623482,-0.0220287382372025,1.869838256859028,-2.039377458452919,0.6246933764125018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
225,10,2023-04-27,1439.22,Entregue,2,1,2023-04-30,2023-05-17,2023-05-17,0,3,Entregue,5,Rios,Transportadora_A,9,0.26,Região_E,1444,1.96,3,17,4,3,0,0,1.0,-0.9112878547441694,1.201790052718506,1.4201957759502801,0.7172905970746474,0.8548536624717598,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,188,2023-12-31,1071.09,Entregue,1,5,2024-01-03,2024-01-11,2024-01-11,0,5,Entregue,3,Sales de Campos,Transportadora_E,5,0.13,Região_C,1336,1.7,3,8,12,6,1,0,1.0,-1.1277902604173755,1.201790052718506,-0.6031953881390851,0.4165631728352765,-0.14250757711835713,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
227,25,2023-12-05,1085.68,Entregue,1,2,2023-12-06,2023-12-11,2023-12-11,0,4,Entregue,4,Peixoto,Transportadora_B,3,0.16,Região_D,1204,1.87,1,5,12,1,0,0,1.0,-1.1192096772028262,-1.245847529192911,-1.277659109502207,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
228,281,2023-05-10,3991.0,Entregue,4,2,2023-05-12,2023-05-15,2023-05-15,0,4,Entregue,2,Farias,Transportadora_B,3,0.16,Região_B,1392,1.27,2,3,5,2,0,0,1.0,0.5894496802265581,-0.0220287382372025,-1.7273015904109548,0.5724959113297651,-1.791989627209704,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
229,215,2023-02-23,5474.35,Entregue,5,4,2023-02-24,2023-03-06,2023-03-06,0,5,Entregue,2,Pires,Transportadora_D,8,0.27,Região_B,1392,1.27,1,10,2,3,0,0,1.0,1.4618285775056452,-1.245847529192911,-0.15355290723033735,0.5724959113297651,-1.791989627209704,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,184,2023-12-27,3477.96,Entregue,4,4,2023-12-29,2024-01-13,2024-01-13,0,4,Entregue,1,Castro,Transportadora_D,8,0.27,Região_A,454,1.9,2,15,12,2,0,0,1.0,0.28772367526477377,-0.0220287382372025,0.9705532950415322,-2.039377458452919,0.6246933764125018,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,121,2023-01-02,368.75,Entregue,1,8,2023-01-03,2023-01-10,2023-01-10,0,3,Entregue,4,Ribeiro,Transportadora_H,4,0.11,Região_D,1204,1.87,1,7,1,0,0,0,1.0,-1.5408462449894549,-1.245847529192911,-0.8280166285934591,0.0490074320982676,0.5096132333828737,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
232,52,2023-05-12,1379.55,Entregue,2,8,2023-05-14,2023-05-20,2023-05-27,7,1,Entregue,3,Monteiro de das Neves,Transportadora_H,4,0.11,Região_C,1336,1.7,2,6,5,4,0,1,0.46153846153846156,-0.9463806169382862,-0.0220287382372025,-1.052837869047833,0.4165631728352765,-0.14250757711835713,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
233,149,2023-07-04,3772.06,Entregue,3,1,2023-07-05,2023-07-22,2023-07-22,0,5,Entregue,1,Dias,Transportadora_A,9,0.26,Região_A,454,1.9,1,17,7,1,0,0,1.0,0.46068800174859714,-1.245847529192911,1.4201957759502801,-2.039377458452919,0.6246933764125018,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
